Especie,Origen,Sector,Nombre comun,Familia,Numero de individuos
Abrus precatorius,Introducido,Bellavista,"regaliz americano, árbol del rosario, bejuco de peonia perlas rojas",Fabaceae,2
Acacia cf. macracantha,Nativo,Cascajo,acacia botón,Mimosaceae,1
Acalypha parvula,Endémico,Camote,NA,Euphorbiaceae,2
Acalypha wilkesiana,Introducido,Bellavista,cresta de pavo,Euphorbiaceae,1
Acalypha wilkesiana,Introducido,Camote,cresta de pavo,Euphorbiaceae,1
Acalypha wilkesiana,Introducido,El Carmen,cresta de pavo,Euphorbiaceae,2
Acalypha wilkesiana,Introducido,Cascajo,cresta de pavo,Euphorbiaceae,1
Acalypha wilkesiana,Introducido,Guayabillos,cresta de pavo,Euphorbiaceae,1
Acanthocereus tetragonus cv. 'Fairy tale',Introducido,Bellavista,(Fairy castle cactus),Cactaceae,1
Acanthocereus tetragonus cv. 'Fairy tale',Introducido,Camote,(Fairy castle cactus),Cactaceae,1
Acanthocereus tetragonus cv. 'Fairy tale',Introducido,Cascajo,(Fairy castle cactus),Cactaceae,1
Achillea millefolium,Introducido,Cascajo,milenrama,Asteraceae,1
Achyranthes aspera,Introducido,Bellavista,malpica,Amaranthaceae,1
Achyranthes aspera,Introducido,El Carmen,malpica,Amaranthaceae,1
Achyranthes aspera,Introducido,Cascajo,malpica,Amaranthaceae,1
Achyranthes aspera,Introducido,Occidente,malpica,Amaranthaceae,1
Achyranthes aspera,Introducido,Media Luna,malpica,Amaranthaceae,2
Achyranthes aspera,Introducido,Santa Rosa,malpica,Amaranthaceae,1
Acmella ciliata,Introducido,El Carmen,botón de oro,Asteraceae,1
Acmella ciliata,Introducido,Media Luna,botón de oro,Asteraceae,1
Acmella ciliata,Introducido,Santa Rosa,botón de oro,Asteraceae,2
Acmella sodiroi,Introducido,Bellavista,NA,Asteraceae,5
Acmella sodiroi,Introducido,Aguacatal,NA,Asteraceae,1
Acmella sodiroi,Introducido,Camote,NA,Asteraceae,3
Acmella sodiroi,Introducido,El Carmen,NA,Asteraceae,3
Acmella sodiroi,Introducido,Cascajo,NA,Asteraceae,7
Acmella sodiroi,Introducido,Occidente,NA,Asteraceae,4
Acmella sodiroi,Introducido,Guayabillos,NA,Asteraceae,3
Acmella sodiroi,Introducido,Media Luna,NA,Asteraceae,3
Acmella sodiroi,Introducido,Santa Rosa,NA,Asteraceae,7
Adenostemma platyphyllum,Introducido,Bellavista,"mama Juana, tía Juana",Asteraceae,2
Adenostemma platyphyllum,Introducido,Camote,"mama Juana, tía Juana",Asteraceae,1
Adenostemma platyphyllum,Introducido,El Carmen,"mama Juana, tía Juana",Asteraceae,1
Adenostemma platyphyllum,Introducido,Cascajo,"mama Juana, tía Juana",Asteraceae,3
Adenostemma platyphyllum,Introducido,Occidente,"mama Juana, tía Juana",Asteraceae,1
Adenostemma platyphyllum,Introducido,Media Luna,"mama Juana, tía Juana",Asteraceae,1
Adenostemma platyphyllum,Introducido,Santa Rosa,"mama Juana, tía Juana",Asteraceae,4
Adiantum concinnum,Nativo,Guayabillos,abaniquillos,Pteridaceae,2
Adiantum henslovanium,Nativo,Cascajo,helecho,Pteridaceae,1
Adiantum macrophyllum,Nativo,Cascajo,helecho cilantrillo,Pteridaceae,1
Adiantum macrophyllum,Nativo,Media Luna,helecho cilantrillo,Pteridaceae,2
Adiantum macrophyllum,Nativo,Santa Rosa,helecho cilantrillo,Pteridaceae,1
Adiantum patens,Nativo,El Carmen,helecho,Pteridaceae,1
Agapanthus cf. praecox,Introducido,Occidente,NA,Amaryllidaceae,1
Ageratum cf. houstonianum,Introducido,Bellavista,NA,Asteraceae,1
Ageratum conyzoides,Nativo,Bellavista,hierba de chivo,Asteraceae,3
Ageratum conyzoides,Nativo,Camote,hierba de chivo,Asteraceae,3
Ageratum conyzoides,Nativo,El Carmen,hierba de chivo,Asteraceae,4
Ageratum conyzoides,Nativo,Cascajo,hierba de chivo,Asteraceae,8
Ageratum conyzoides,Nativo,Occidente,hierba de chivo,Asteraceae,3
Ageratum conyzoides,Nativo,Guayabillos,hierba de chivo,Asteraceae,1
Ageratum conyzoides,Nativo,Media Luna,hierba de chivo,Asteraceae,3
Ageratum conyzoides,Nativo,Santa Rosa,hierba de chivo,Asteraceae,9
Alibertia patinoi,Introducido,El Carmen,borojó,Rubiaceae,1
Alibertia patinoi,Introducido,Santa Rosa,borojó,Rubiaceae,1
Allamanda cathartica,Introducido,Bellavista,"campana de oro, copa de oro",Apocynaceae,1
Allamanda cathartica,Introducido,Occidente,"campana de oro, copa de oro",Apocynaceae,1
Allamanda cathartica,Introducido,Guayabillos,"campana de oro, copa de oro",Apocynaceae,1
Allium cepa,Introducido,Bellavista,"cebolla paiteña, cebolla colorada",Alliaceae,1
Allium cepa,Introducido,Camote,"cebolla paiteña, cebolla colorada",Alliaceae,2
Allium cepa,Introducido,El Carmen,"cebolla paiteña, cebolla colorada",Alliaceae,1
Allium cepa,Introducido,Cascajo,"cebolla paiteña, cebolla colorada",Alliaceae,2
Allium cepa,Introducido,Occidente,"cebolla paiteña, cebolla colorada",Alliaceae,3
Allium cepa,Introducido,Guayabillos,"cebolla paiteña, cebolla colorada",Alliaceae,1
Allium cepa,Introducido,Media Luna,"cebolla paiteña, cebolla colorada",Alliaceae,1
Allium cepa,Introducido,Santa Rosa,"cebolla paiteña, cebolla colorada",Alliaceae,3
Allium fistulosum,Introducido,Bellavista,cebolla blanca,Alliaceae,3
Allium fistulosum,Introducido,Camote,cebolla blanca,Alliaceae,2
Allium fistulosum,Introducido,El Carmen,cebolla blanca,Alliaceae,1
Allium fistulosum,Introducido,Cascajo,cebolla blanca,Alliaceae,4
Allium fistulosum,Introducido,Occidente,cebolla blanca,Alliaceae,3
Allium fistulosum,Introducido,Guayabillos,cebolla blanca,Alliaceae,2
Allium fistulosum,Introducido,Media Luna,cebolla blanca,Alliaceae,3
Allium fistulosum,Introducido,Santa Rosa,cebolla blanca,Alliaceae,7
Allium porrum,Introducido,Bellavista,puerro,Alliaceae,1
Allium porrum,Introducido,Camote,puerro,Alliaceae,1
Allium porrum,Introducido,Occidente,puerro,Alliaceae,2
Allium porrum,Introducido,Santa Rosa,puerro,Alliaceae,1
Allium sativum,Introducido,Occidente,ajo,Alliaceae,1
Allium sativum,Introducido,Santa Rosa,ajo,Alliaceae,1
Allium schoenoprasum,Introducido,Bellavista,"cebollín, cebollín de hojas",Alliaceae,1
Allium schoenoprasum,Introducido,Santa Rosa,"cebollín, cebollín de hojas",Alliaceae,3
Alocasia macrorrhizos,Introducido,Bellavista,"camacho, malanga",Araceae,1
Alocasia macrorrhizos,Introducido,Aguacatal,"camacho, malanga",Araceae,1
Alocasia macrorrhizos,Introducido,El Carmen,"camacho, malanga",Araceae,1
Alocasia macrorrhizos,Introducido,Cascajo,"camacho, malanga",Araceae,1
Alocasia macrorrhizos,Introducido,Occidente,"camacho, malanga",Araceae,1
Alocasia macrorrhizos,Introducido,Santa Rosa,"camacho, malanga",Araceae,1
Aloe aristata,Introducido,Camote,planta antorcha,Asphodelaceae,1
Aloe aristata,Introducido,Cascajo,planta antorcha,Asphodelaceae,1
Aloe vera,Introducido,Bellavista,sábila,Asphodelaceae,3
Aloe vera,Introducido,Camote,sábila,Asphodelaceae,2
Aloe vera,Introducido,El Carmen,sábila,Asphodelaceae,2
Aloe vera,Introducido,Cascajo,sábila,Asphodelaceae,5
Aloe vera,Introducido,Occidente,sábila,Asphodelaceae,2
Aloe vera,Introducido,Guayabillos,sábila,Asphodelaceae,1
Aloe vera,Introducido,Media Luna,sábila,Asphodelaceae,1
Aloe vera,Introducido,Santa Rosa,sábila,Asphodelaceae,5
Aloysia triphylla,Introducido,Guayabillos,cedrón,Verbenaceae,1
Alpinia purpurata,Introducido,Guayabillos,jengibre rojo,Zingiberaceae,1
Alpinia purpurata,Introducido,Santa Rosa,jengibre rojo,Zingiberaceae,1
Alteranthera mexicana,Desconocido,Camote,NA,Amaranthaceae,1
Alteranthera mexicana,Desconocido,Santa Rosa,NA,Amaranthaceae,2
Alternanthera halimifolia,Nativo,Bellavista,monte colorado,Amaranthaceae,2
Alternanthera halimifolia,Nativo,Cascajo,monte colorado,Amaranthaceae,1
Alternanthera halimifolia,Nativo,Occidente,monte colorado,Amaranthaceae,1
Alternanthera halimifolia,Nativo,Guayabillos,monte colorado,Amaranthaceae,1
Amaranthus cf. caudatus,Introducido,Camote,NA,Amaranthaceae,1
Amaranthus dubius,Introducido,Bellavista,bledo,Amaranthaceae,2
Amaranthus dubius,Introducido,El Carmen,bledo,Amaranthaceae,1
Amaranthus dubius,Introducido,Cascajo,bledo,Amaranthaceae,4
Amaranthus dubius,Introducido,Occidente,bledo,Amaranthaceae,1
Amaranthus dubius,Introducido,Santa Rosa,bledo,Amaranthaceae,1
Amaranthus lividus,Introducido,Aguacatal,bledo,Amaranthaceae,1
Amaranthus lividus,Introducido,Camote,bledo,Amaranthaceae,2
Amaranthus lividus,Introducido,Cascajo,bledo,Amaranthaceae,1
Amaranthus lividus,Introducido,Media Luna,bledo,Amaranthaceae,1
Amaranthus lividus,Introducido,Santa Rosa,bledo,Amaranthaceae,1
Ambrosia peruviana,Introducido,Media Luna,"altamisa, artemisa",Asteraceae,1
Anacardium occidentale,Introducido,Guayabillos,marañón,Anacardiaceae,1
Ananas comosus,Introducido,Bellavista,piña,Bromeliaceae,4
Ananas comosus,Introducido,Aguacatal,piña,Bromeliaceae,1
Ananas comosus,Introducido,Camote,piña,Bromeliaceae,3
Ananas comosus,Introducido,El Carmen,piña,Bromeliaceae,2
Ananas comosus,Introducido,Cascajo,piña,Bromeliaceae,4
Ananas comosus,Introducido,Occidente,piña,Bromeliaceae,4
Ananas comosus,Introducido,Guayabillos,piña,Bromeliaceae,3
Ananas comosus,Introducido,Media Luna,piña,Bromeliaceae,3
Ananas comosus,Introducido,Santa Rosa,piña,Bromeliaceae,8
Aneilema umbrosum var. ovato-oblongum ,Introducido,Camote,NA,Commelinaceae,1
Annona cherimola,Introducido,Bellavista,chirimoya,Annonaceae,1
Annona cherimola,Introducido,Guayabillos,chirimoya,Annonaceae,3
Annona muricata,Introducido,Bellavista,guanábana,Annonaceae,4
Annona muricata,Introducido,El Carmen,guanábana,Annonaceae,2
Annona muricata,Introducido,Cascajo,guanábana,Annonaceae,1
Annona muricata,Introducido,Occidente,guanábana,Annonaceae,3
Annona muricata,Introducido,Guayabillos,guanábana,Annonaceae,3
Annona muricata,Introducido,Santa Rosa,guanábana,Annonaceae,4
Annona reticulata,Introducido,Santa Rosa,NA,Annonaceae,1
Anoda acerifolia,Introducido,Camote,anoda,Marantaceae,2
Anoda acerifolia,Introducido,Cascajo,anoda,Marantaceae,2
Anoda acerifolia,Introducido,Guayabillos,anoda,Marantaceae,1
Anredera ramosa,Nativo,Bellavista,"sacasil, suelda con suelda",Basellaceae,1
Anredera ramosa,Nativo,Cascajo,"sacasil, suelda con suelda",Basellaceae,2
Anredera ramosa,Nativo,Occidente,"sacasil, suelda con suelda",Basellaceae,1
Anthurium andraeanum,Introducido,Camote,anturio,Araceae,1
Anthurium andraeanum,Introducido,Occidente,anturio,Araceae,1
Anthurium andraeanum,Introducido,Guayabillos,anturio,Araceae,1
Anthurium andraeanum,Introducido,Santa Rosa,anturio,Araceae,1
Apium graveolens,Introducido,Bellavista,apio,Apiaceae,2
Apium graveolens,Introducido,Aguacatal,apio,Apiaceae,1
Apium graveolens,Introducido,Camote,apio,Apiaceae,1
Apium graveolens,Introducido,El Carmen,apio,Apiaceae,1
Apium graveolens,Introducido,Cascajo,apio,Apiaceae,2
Apium graveolens,Introducido,Occidente,apio,Apiaceae,2
Apium graveolens,Introducido,Guayabillos,apio,Apiaceae,1
Apium graveolens,Introducido,Santa Rosa,apio,Apiaceae,4
Arachis hypogaea,Introducido,Cascajo,maní,Fabaceae,1
Arachis hypogaea,Introducido,Media Luna,maní,Fabaceae,1
Arachis hypogaea,Introducido,Santa Rosa,maní,Fabaceae,2
Arracacia xanthorrhiza,Introducido,Camote,zanahoria blanca,Apiaceae,1
Arracacia xanthorrhiza,Introducido,Santa Rosa,zanahoria blanca,Apiaceae,4
Arthrostylidium pubescens ,Introducido,Bellavista,bambu ornamemtal,Poaceae,1
Arthrostylidium pubescens ,Introducido,Aguacatal,bambu ornamemtal,Poaceae,1
Arthrostylidium pubescens ,Introducido,Guayabillos,bambu ornamemtal,Poaceae,1
Artocarpus altilis,Introducido,Bellavista,frutipan,Moraceae,2
Artocarpus heterophyllus,Introducido,Guayabillos,"jaca, árbol de Jack",Moraceae,1
Asclepias curassavica,Introducido,Camote,mata caballo,Asclepiadaceae,2
Asclepias curassavica,Introducido,El Carmen,mata caballo,Asclepiadaceae,2
Asclepias curassavica,Introducido,Occidente,mata caballo,Asclepiadaceae,1
Asclepias curassavica,Introducido,Media Luna,mata caballo,Asclepiadaceae,1
Asclepias curassavica,Introducido,Santa Rosa,mata caballo,Asclepiadaceae,5
Asplenium aethiopicum,Nativo,Bellavista,culantrillo,Aspleniaceae,1
Asplenium aethiopicum,Nativo,Camote,culantrillo,Aspleniaceae,1
Asplenium aethiopicum,Nativo,El Carmen,culantrillo,Aspleniaceae,1
Asplenium aethiopicum,Nativo,Media Luna,culantrillo,Aspleniaceae,1
Asplenium aethiopicum,Nativo,Santa Rosa,culantrillo,Aspleniaceae,5
Asplenium auritum,Nativo,Bellavista,helecho,Aspleniaceae,4
Asplenium auritum,Nativo,Aguacatal,helecho,Aspleniaceae,1
Asplenium auritum,Nativo,Camote,helecho,Aspleniaceae,3
Asplenium auritum,Nativo,El Carmen,helecho,Aspleniaceae,4
Asplenium auritum,Nativo,Cascajo,helecho,Aspleniaceae,3
Asplenium auritum,Nativo,Occidente,helecho,Aspleniaceae,3
Asplenium auritum,Nativo,Guayabillos,helecho,Aspleniaceae,1
Asplenium auritum,Nativo,Media Luna,helecho,Aspleniaceae,3
Asplenium auritum,Nativo,Santa Rosa,helecho,Aspleniaceae,8
Asplenium feei,Nativo,El Carmen,helecho,Aspleniaceae,1
Asplenium feei,Nativo,Santa Rosa,helecho,Aspleniaceae,2
Asplenium formosum var. carolinum,Endémico,Bellavista,helecho,Aspleniaceae,1
Asplenium formosum var. carolinum,Endémico,Aguacatal,helecho,Aspleniaceae,1
Asplenium formosum var. carolinum,Endémico,Camote,helecho,Aspleniaceae,1
Asplenium formosum var. carolinum,Endémico,El Carmen,helecho,Aspleniaceae,3
Asplenium formosum var. carolinum,Endémico,Cascajo,helecho,Aspleniaceae,4
Asplenium formosum var. carolinum,Endémico,Occidente,helecho,Aspleniaceae,2
Asplenium formosum var. carolinum,Endémico,Guayabillos,helecho,Aspleniaceae,1
Asplenium formosum var. carolinum,Endémico,Media Luna,helecho,Aspleniaceae,1
Asplenium formosum var. carolinum,Endémico,Santa Rosa,helecho,Aspleniaceae,1
Asplenium serra var. imrayanum,Nativo,El Carmen,helecho,Aspleniaceae,1
Astrephia chaerophylloides,Desconocido,Bellavista,valeriana de monte,Caprifoliaceae,3
Astrephia chaerophylloides,Desconocido,Aguacatal,valeriana de monte,Caprifoliaceae,1
Astrephia chaerophylloides,Desconocido,Camote,valeriana de monte,Caprifoliaceae,3
Astrephia chaerophylloides,Desconocido,El Carmen,valeriana de monte,Caprifoliaceae,3
Astrephia chaerophylloides,Desconocido,Cascajo,valeriana de monte,Caprifoliaceae,8
Astrephia chaerophylloides,Desconocido,Occidente,valeriana de monte,Caprifoliaceae,4
Astrephia chaerophylloides,Desconocido,Guayabillos,valeriana de monte,Caprifoliaceae,3
Astrephia chaerophylloides,Desconocido,Media Luna,valeriana de monte,Caprifoliaceae,3
Astrephia chaerophylloides,Desconocido,Santa Rosa,valeriana de monte,Caprifoliaceae,6
Asystasia gangetica,Introducido,Occidente,"campanilla, asistacia",Acanthaceae,1
Asystasia gangetica,Introducido,Guayabillos,"campanilla, asistacia",Acanthaceae,1
Averrhoa carambola,Introducido,Aguacatal,"carambola, fruto estrella",Oxalidaceae,1
Averrhoa carambola,Introducido,Occidente,"carambola, fruto estrella",Oxalidaceae,1
Averrhoa carambola,Introducido,Guayabillos,"carambola, fruto estrella",Oxalidaceae,1
Averrhoa carambola,Introducido,Santa Rosa,"carambola, fruto estrella",Oxalidaceae,1
Axonopus compressus,Introducido,Media Luna,"alfombra, grama trenza, zacate amargo",Poaceae,1
Azolla microphylla,Nativo,El Carmen,helecho mosquito,Salviniaceae,1
Bactris gasipaes,Introducido,Media Luna,"chonta, chontadura,pijuayo",Arecaceae,1
Bambusa vulgaris var. vulgaris,Introducido,Media Luna,caña verde,Poaceae,2
Bambusa vulgaris var. vulgaris,Introducido,Santa Rosa,caña verde,Poaceae,1
Begonia cf. maculata,Introducido,Camote,Begonia bambú  (incluyendo begonia 'Corallina de Lucerna'),Begoniacaceae,1
Begonia cf. maculata,Introducido,Cascajo,Begonia bambú  (incluyendo begonia 'Corallina de Lucerna'),Begoniacaceae,3
Begonia cf. maculata,Introducido,Occidente,Begonia bambú  (incluyendo begonia 'Corallina de Lucerna'),Begoniacaceae,2
Begonia cf. maculata,Introducido,Guayabillos,Begonia bambú  (incluyendo begonia 'Corallina de Lucerna'),Begoniacaceae,1
Begonia cf. maculata,Introducido,Media Luna,Begonia bambú  (incluyendo begonia 'Corallina de Lucerna'),Begoniacaceae,1
Begonia cf. maculata,Introducido,Santa Rosa,Begonia bambú  (incluyendo begonia 'Corallina de Lucerna'),Begoniacaceae,2
Begonia dichroa,Introducido,El Carmen,begonia,Begoniacaceae,1
Begonia semperflorens,Introducido,Guayabillos,begonia,Begoniacaceae,1
Begonia semperflorens,Introducido,Santa Rosa,begonia,Begoniacaceae,1
Begonia x erythrophylla,Introducido,Aguacatal,begonia,Begoniacaceae,1
Begonia x erythrophylla,Introducido,Cascajo,begonia,Begoniacaceae,1
Begonia x erythrophylla,Introducido,Santa Rosa,begonia,Begoniacaceae,1
Beta vulgaris var. cicla,Introducido,Bellavista,acelga,Chenopodiaceae,2
Beta vulgaris var. cicla,Introducido,Camote,acelga,Chenopodiaceae,1
Beta vulgaris var. cicla,Introducido,Cascajo,acelga,Chenopodiaceae,2
Beta vulgaris var. cicla,Introducido,Occidente,acelga,Chenopodiaceae,2
Beta vulgaris var. cicla,Introducido,Guayabillos,acelga,Chenopodiaceae,1
Beta vulgaris var. cicla,Introducido,Media Luna,acelga,Chenopodiaceae,1
Beta vulgaris var. cicla,Introducido,Santa Rosa,acelga,Chenopodiaceae,5
Beta vulgaris var. vulgaris,Introducido,El Carmen,remolacha,Chenopodiaceae,1
Beta vulgaris var. vulgaris,Introducido,Occidente,remolacha,Chenopodiaceae,2
Beta vulgaris var. vulgaris,Introducido,Santa Rosa,remolacha,Chenopodiaceae,1
Bidens pilosa,Desconocido,Bellavista,amor seco,Asteraceae,1
Bidens pilosa,Desconocido,Camote,amor seco,Asteraceae,3
Bidens pilosa,Desconocido,El Carmen,amor seco,Asteraceae,1
Bidens pilosa,Desconocido,Cascajo,amor seco,Asteraceae,7
Bidens pilosa,Desconocido,Occidente,amor seco,Asteraceae,1
Bidens pilosa,Desconocido,Guayabillos,amor seco,Asteraceae,3
Bidens pilosa,Desconocido,Media Luna,amor seco,Asteraceae,2
Bidens pilosa,Desconocido,Santa Rosa,amor seco,Asteraceae,6
Bixa orellana,Introducido,El Carmen,achiote,Bixaceae,1
Bixa orellana,Introducido,Occidente,achiote,Bixaceae,2
Bixa orellana,Introducido,Guayabillos,achiote,Bixaceae,2
Bixa orellana,Introducido,Santa Rosa,achiote,Bixaceae,3
Blechnum polypodioides,Nativo,El Carmen,helecho,Blechnaceae,1
Blechnum polypodioides,Nativo,Media Luna,helecho,Blechnaceae,1
Blechnum polypodioides,Nativo,Santa Rosa,helecho,Blechnaceae,3
Blechnum puberulum,Nativo,Camote,helecho,Blechnaceae,1
Blechnum puberulum,Nativo,El Carmen,helecho,Blechnaceae,2
Blechnum puberulum,Nativo,Cascajo,helecho,Blechnaceae,3
Blechnum puberulum,Nativo,Media Luna,helecho,Blechnaceae,2
Blechnum puberulum,Nativo,Santa Rosa,helecho,Blechnaceae,2
Blechum pyramidatum,Nativo,Bellavista,camaroncillo,Acanthaceae,4
Blechum pyramidatum,Nativo,Camote,camaroncillo,Acanthaceae,3
Blechum pyramidatum,Nativo,El Carmen,camaroncillo,Acanthaceae,2
Blechum pyramidatum,Nativo,Cascajo,camaroncillo,Acanthaceae,4
Blechum pyramidatum,Nativo,Occidente,camaroncillo,Acanthaceae,3
Blechum pyramidatum,Nativo,Guayabillos,camaroncillo,Acanthaceae,2
Blechum pyramidatum,Nativo,Media Luna,camaroncillo,Acanthaceae,2
Blechum pyramidatum,Nativo,Santa Rosa,camaroncillo,Acanthaceae,7
Boerhavia coccinea,Nativo,Bellavista,hierba pegajosa,Nyctaginaceae,1
Boerhavia coccinea,Nativo,Guayabillos,hierba pegajosa,Nyctaginaceae,1
Bougainvillea × hybrid cultivars,Introducido,Bellavista,"buganvilla, veranera",Nyctaginaceae,1
Bougainvillea × hybrid cultivars,Introducido,Cascajo,"buganvilla, veranera",Nyctaginaceae,1
Bougainvillea × hybrid cultivars,Introducido,Guayabillos,"buganvilla, veranera",Nyctaginaceae,2
Bougainvillea × hybrid cultivars,Introducido,Media Luna,"buganvilla, veranera",Nyctaginaceae,1
Bougainvillea spectabilis var. glabra,Introducido,Cascajo,"buganvilla, veranera",Nyctaginaceae,1
Bougainvillea x buttiana,Introducido,Cascajo,"buganvilla, veranera",Nyctaginaceae,1
Brachiaria decumbens,Introducido,Bellavista,braquiaria,Poaceae,1
Brachiaria decumbens,Introducido,Camote,braquiaria,Poaceae,2
Brachiaria decumbens,Introducido,El Carmen,braquiaria,Poaceae,3
Brachiaria decumbens,Introducido,Cascajo,braquiaria,Poaceae,1
Brachiaria decumbens,Introducido,Media Luna,braquiaria,Poaceae,2
Brachiaria decumbens,Introducido,Santa Rosa,braquiaria,Poaceae,5
Brasiliopuntia brasiliensis,Introducido,Cascajo,opuntia de Brazil,Cactaceae,1
Brasiliopuntia brasiliensis,Introducido,Media Luna,opuntia de Brazil,Cactaceae,1
Brassica juncea,Introducido,Bellavista,"mostaza de la India, mostaza parda, mostaza roja/ mizuna (cut-leaf mustard)",Brassicaceae,1
Brassica napus,Introducido,Bellavista,"nabo, col verde de hoja",Brassicaceae,3
Brassica napus,Introducido,Aguacatal,"nabo, col verde de hoja",Brassicaceae,1
Brassica napus,Introducido,Camote,"nabo, col verde de hoja",Brassicaceae,3
Brassica napus,Introducido,Cascajo,"nabo, col verde de hoja",Brassicaceae,8
Brassica napus,Introducido,Occidente,"nabo, col verde de hoja",Brassicaceae,1
Brassica napus,Introducido,Guayabillos,"nabo, col verde de hoja",Brassicaceae,1
Brassica napus,Introducido,Santa Rosa,"nabo, col verde de hoja",Brassicaceae,6
Brassica napus var. pabularia,Introducido,Santa Rosa,Red Russian kale,Brassicaceae,1
Brassica oleracea var. botrytis,Introducido,Aguacatal,coliflor,Brassicaceae,1
Brassica oleracea var. botrytis,Introducido,Camote,coliflor,Brassicaceae,1
Brassica oleracea var. botrytis,Introducido,Cascajo,coliflor,Brassicaceae,1
Brassica oleracea var. capitata,Introducido,Bellavista,"col, repollo",Brassicaceae,2
Brassica oleracea var. capitata,Introducido,Camote,"col, repollo",Brassicaceae,3
Brassica oleracea var. capitata,Introducido,El Carmen,"col, repollo",Brassicaceae,2
Brassica oleracea var. capitata,Introducido,Cascajo,"col, repollo",Brassicaceae,7
Brassica oleracea var. capitata,Introducido,Occidente,"col, repollo",Brassicaceae,3
Brassica oleracea var. capitata,Introducido,Media Luna,"col, repollo",Brassicaceae,3
Brassica oleracea var. capitata,Introducido,Santa Rosa,"col, repollo",Brassicaceae,6
Brassica oleracea var. gemmifera,Introducido,Guayabillos,col de Bruselas,Brassicaceae,1
Brassica oleracea var. gongylodes,Introducido,Guayabillos,colirábano,Brassicaceae,1
Brassica oleracea var. italica,Introducido,Bellavista,brócoli,Brassicaceae,1
Brassica oleracea var. italica,Introducido,Camote,brócoli,Brassicaceae,1
Brassica oleracea var. italica,Introducido,Cascajo,brócoli,Brassicaceae,1
Brassica oleracea var. italica,Introducido,Occidente,brócoli,Brassicaceae,2
Brassica oleracea var. italica,Introducido,Santa Rosa,brócoli,Brassicaceae,2
Brassica oleracea var. sabellica,Introducido,Cascajo,kale,Brassicaceae,1
Brassica oleracea var. sabellica,Introducido,Santa Rosa,kale,Brassicaceae,2
Brassica rapa cultivar group Chinensis,Introducido,Occidente,?nabo de hojas?,Brassicaceae,1
Brassica rapa subsp. narinosa or Brassica rapa var. rosularis or Brassica rapa cultivar group Chinensis,Introducido,Bellavista,tatsoi,Brassicaceae,1
Brassica rapa var. chinensis or Brassica rapa cultivar group Chinensis,Introducido,Bellavista,"bokchoi, pakchoi",Brassicaceae,1
Brassica rapa var. chinensis or Brassica rapa cultivar group Chinensis,Introducido,Santa Rosa,"bokchoi, pakchoi",Brassicaceae,1
Breynia disticha,Introducido,Bellavista,NA,Euphorbiaceae,1
Breynia disticha,Introducido,Guayabillos,NA,Euphorbiaceae,1
Browallia americana,Introducido,Bellavista,"azulito, juanita,  simpática, chavelita de monte",Solanaceae,4
Browallia americana,Introducido,Aguacatal,"azulito, juanita,  simpática, chavelita de monte",Solanaceae,1
Browallia americana,Introducido,Camote,"azulito, juanita,  simpática, chavelita de monte",Solanaceae,2
Browallia americana,Introducido,El Carmen,"azulito, juanita,  simpática, chavelita de monte",Solanaceae,3
Browallia americana,Introducido,Cascajo,"azulito, juanita,  simpática, chavelita de monte",Solanaceae,7
Browallia americana,Introducido,Occidente,"azulito, juanita,  simpática, chavelita de monte",Solanaceae,3
Browallia americana,Introducido,Guayabillos,"azulito, juanita,  simpática, chavelita de monte",Solanaceae,1
Browallia americana,Introducido,Media Luna,"azulito, juanita,  simpática, chavelita de monte",Solanaceae,2
Browallia americana,Introducido,Santa Rosa,"azulito, juanita,  simpática, chavelita de monte",Solanaceae,8
Brugmansia versicolor,Introducido,Bellavista,"floripondio, campana",Solanaceae,1
Brugmansia versicolor,Introducido,Media Luna,"floripondio, campana",Solanaceae,1
Brugmansia x candida,Introducido,Cascajo,"guanto, floripondio, campana",Solanaceae,1
Brunfelsia grandiflora,Introducido,Bellavista,NA,Solanaceae,1
Brunfelsia grandiflora,Introducido,Santa Rosa,NA,Solanaceae,1
Bryophyllum gastonis-bonnieri,Introducido,Bellavista,dulcamara,Crassulaceae,1
Bryophyllum gastonis-bonnieri,Introducido,Camote,dulcamara,Crassulaceae,1
Bryophyllum gastonis-bonnieri,Introducido,Guayabillos,dulcamara,Crassulaceae,1
Bryophyllum pinnatum,Introducido,Bellavista,hoja del aire,Crassulaceae,4
Bryophyllum pinnatum,Introducido,El Carmen,hoja del aire,Crassulaceae,1
Bryophyllum pinnatum,Introducido,Media Luna,hoja del aire,Crassulaceae,1
Bryophyllum pinnatum,Introducido,Santa Rosa,hoja del aire,Crassulaceae,5
Buddleja americana,Desconocido,El Carmen,"hierba del mosco, salvia castilla, tabaquillo, gavilán",Buddlejaceae,2
Buddleja americana,Desconocido,Santa Rosa,"hierba del mosco, salvia castilla, tabaquillo, gavilán",Buddlejaceae,1
Bunchosia cornifolia,Introducido,Bellavista,"Nicaragua, Canadá, cerereza serrana",Malpighiaceae,1
Bunchosia sp.,Introducido,Bellavista,cereza,Malpighiaceae,1
Caesalpinia bonduc,Desconocido,El Carmen,"mora, chililica",Caesalpiniaceae,1
Caesalpinia bonduc,Desconocido,Santa Rosa,"mora, chililica",Caesalpiniaceae,1
Cajanus cajan,Introducido,Camote,fréjol de palo,Fabaceae,1
Cajanus cajan,Introducido,El Carmen,fréjol de palo,Fabaceae,1
