Especie,Origen,Sector,Nombre comun,Familia,Numero de individuos
Porophyllum ruderale ssp. macrocephalum,Introducido,Occidente,ruda de gallinazo,Asteraceae,2
Porophyllum ruderale ssp. macrocephalum,Introducido,Guayabillos,ruda de gallinazo,Asteraceae,1
Porophyllum ruderale ssp. macrocephalum,Introducido,Media Luna,ruda de gallinazo,Asteraceae,1
Porophyllum ruderale ssp. macrocephalum,Introducido,Santa Rosa,ruda de gallinazo,Asteraceae,2
Portulaca grandiflora,Introducido,Cascajo,"beso de un día, flor de un día, flor de seda",Portulacaceae,1
Portulaca grandiflora,Introducido,Occidente,"beso de un día, flor de un día, flor de seda",Portulacaceae,1
Portulaca grandiflora,Introducido,Guayabillos,"beso de un día, flor de un día, flor de seda",Portulacaceae,1
Portulaca oleracea,Desconocido,Bellavista,verdolaga,Portulacaceae,3
Portulaca oleracea,Desconocido,Aguacatal,verdolaga,Portulacaceae,1
Portulaca oleracea,Desconocido,Camote,verdolaga,Portulacaceae,3
Portulaca oleracea,Desconocido,El Carmen,verdolaga,Portulacaceae,1
Portulaca oleracea,Desconocido,Cascajo,verdolaga,Portulacaceae,5
Portulaca oleracea,Desconocido,Occidente,verdolaga,Portulacaceae,2
Portulaca oleracea,Desconocido,Guayabillos,verdolaga,Portulacaceae,1
Portulaca oleracea,Desconocido,Media Luna,verdolaga,Portulacaceae,1
Portulaca oleracea,Desconocido,Santa Rosa,verdolaga,Portulacaceae,3
Portulaca pilosa,Introducido,Bellavista,mañanita,Portulacaceae,1
Portulaca umbraticola,Introducido,Occidente,amor del día,Portulacaceae,2
Pouteria caimito,Introducido,Santa Rosa,"cauje, caimito",Sapotaceae,2
Pouteria sapota,Introducido,Cascajo,"mamey serrano, mamey colorado, mamey sapote",Sapotaceae,1
Pouteria sapota,Introducido,Santa Rosa,"mamey serrano, mamey colorado, mamey sapote",Sapotaceae,2
Priva lappulacea,Introducido,Bellavista,"cadillo de bolsa, mozote, pega pega cadillo",Verbenaceae,4
Priva lappulacea,Introducido,Aguacatal,"cadillo de bolsa, mozote, pega pega cadillo",Verbenaceae,1
Priva lappulacea,Introducido,Camote,"cadillo de bolsa, mozote, pega pega cadillo",Verbenaceae,1
Priva lappulacea,Introducido,El Carmen,"cadillo de bolsa, mozote, pega pega cadillo",Verbenaceae,2
Priva lappulacea,Introducido,Cascajo,"cadillo de bolsa, mozote, pega pega cadillo",Verbenaceae,5
Priva lappulacea,Introducido,Occidente,"cadillo de bolsa, mozote, pega pega cadillo",Verbenaceae,4
Priva lappulacea,Introducido,Guayabillos,"cadillo de bolsa, mozote, pega pega cadillo",Verbenaceae,3
Priva lappulacea,Introducido,Media Luna,"cadillo de bolsa, mozote, pega pega cadillo",Verbenaceae,1
Priva lappulacea,Introducido,Santa Rosa,"cadillo de bolsa, mozote, pega pega cadillo",Verbenaceae,3
Pseudelephantopus spiralis,Introducido,Bellavista,cola de gato,Asteraceae,5
Pseudelephantopus spiralis,Introducido,Camote,cola de gato,Asteraceae,2
Pseudelephantopus spiralis,Introducido,El Carmen,cola de gato,Asteraceae,3
Pseudelephantopus spiralis,Introducido,Cascajo,cola de gato,Asteraceae,2
Pseudelephantopus spiralis,Introducido,Occidente,cola de gato,Asteraceae,2
Pseudelephantopus spiralis,Introducido,Guayabillos,cola de gato,Asteraceae,2
Pseudelephantopus spiralis,Introducido,Media Luna,cola de gato,Asteraceae,3
Pseudelephantopus spiralis,Introducido,Santa Rosa,cola de gato,Asteraceae,8
Pseuderanthemum carruthersii,Introducido,Occidente,"califa, erantemo morado",Acanthaceae,1
Pseuderanthemum carruthersii,Introducido,Guayabillos,"califa, erantemo morado",Acanthaceae,1
Psidium acutangulum,Introducido,Santa Rosa,"guayaba chocoa, guayaba agría o ácida",Myrtaceae,4
Psidium galapageium,Endémico,Bellavista,guayabillo,Myrtaceae,3
Psidium galapageium,Endémico,Aguacatal,guayabillo,Myrtaceae,1
Psidium galapageium,Endémico,Camote,guayabillo,Myrtaceae,2
Psidium galapageium,Endémico,El Carmen,guayabillo,Myrtaceae,2
Psidium galapageium,Endémico,Cascajo,guayabillo,Myrtaceae,6
Psidium galapageium,Endémico,Occidente,guayabillo,Myrtaceae,2
Psidium galapageium,Endémico,Guayabillos,guayabillo,Myrtaceae,3
Psidium galapageium,Endémico,Media Luna,guayabillo,Myrtaceae,1
Psidium galapageium,Endémico,Santa Rosa,guayabillo,Myrtaceae,1
Psidium guajava,Introducido,Bellavista,guayaba,Myrtaceae,2
Psidium guajava,Introducido,Aguacatal,guayaba,Myrtaceae,1
Psidium guajava,Introducido,Camote,guayaba,Myrtaceae,3
Psidium guajava,Introducido,El Carmen,guayaba,Myrtaceae,4
Psidium guajava,Introducido,Cascajo,guayaba,Myrtaceae,7
Psidium guajava,Introducido,Occidente,guayaba,Myrtaceae,4
Psidium guajava,Introducido,Guayabillos,guayaba,Myrtaceae,3
Psidium guajava,Introducido,Media Luna,guayaba,Myrtaceae,3
Psidium guajava,Introducido,Santa Rosa,guayaba,Myrtaceae,8
Psychotria rufipes,Endémico,Bellavista,cafetillo,Rubiaceae,2
Psychotria rufipes,Endémico,Camote,cafetillo,Rubiaceae,1
Psychotria rufipes,Endémico,Cascajo,cafetillo,Rubiaceae,1
Psychotria rufipes,Endémico,Guayabillos,cafetillo,Rubiaceae,1
Psychotria rufipes,Endémico,Santa Rosa,cafetillo,Rubiaceae,1
Pteridium arachnoideum,Nativo,Aguacatal,"helecho, chontilla/o, helecho llashipa",Dennstaedtiaceae,1
Pteridium arachnoideum,Nativo,Camote,"helecho, chontilla/o, helecho llashipa",Dennstaedtiaceae,1
Pteridium arachnoideum,Nativo,El Carmen,"helecho, chontilla/o, helecho llashipa",Dennstaedtiaceae,1
Pteridium arachnoideum,Nativo,Guayabillos,"helecho, chontilla/o, helecho llashipa",Dennstaedtiaceae,1
Pteridium arachnoideum,Nativo,Media Luna,"helecho, chontilla/o, helecho llashipa",Dennstaedtiaceae,1
Pteridium arachnoideum,Nativo,Santa Rosa,"helecho, chontilla/o, helecho llashipa",Dennstaedtiaceae,4
Pteris quadriaurita,Nativo,Bellavista,helecho,Pteridaceae,2
Pteris quadriaurita,Nativo,Aguacatal,helecho,Pteridaceae,1
Pteris quadriaurita,Nativo,Camote,helecho,Pteridaceae,3
Pteris quadriaurita,Nativo,El Carmen,helecho,Pteridaceae,4
Pteris quadriaurita,Nativo,Cascajo,helecho,Pteridaceae,1
Pteris quadriaurita,Nativo,Occidente,helecho,Pteridaceae,2
Pteris quadriaurita,Nativo,Guayabillos,helecho,Pteridaceae,2
Pteris quadriaurita,Nativo,Media Luna,helecho,Pteridaceae,3
Pteris quadriaurita,Nativo,Santa Rosa,helecho,Pteridaceae,5
Ptychosperma elegans,Introducido,Bellavista,palmera solitaria,Arecaceae,1
Ptychosperma elegans,Introducido,Aguacatal,palmera solitaria,Arecaceae,1
Ptychosperma elegans,Introducido,Santa Rosa,palmera solitaria,Arecaceae,1
Punica granatum,Introducido,Bellavista,granada,Punicaceae,1
Punica granatum,Introducido,Camote,granada,Punicaceae,1
Punica granatum,Introducido,Cascajo,granada,Punicaceae,2
Punica granatum,Introducido,Guayabillos,granada,Punicaceae,2
Quisqualis indica,Introducido,Guayabillos,"piscuala, arbusto milagroso, quiscualis",Combretaceae,1
Raphanus sativus,Introducido,Bellavista,rábano,Brassicaceae,1
Raphanus sativus,Introducido,Camote,rábano,Brassicaceae,1
Raphanus sativus,Introducido,Occidente,rábano,Brassicaceae,1
Raphanus sativus,Introducido,Media Luna,rábano,Brassicaceae,1
Raphanus sativus,Introducido,Santa Rosa,rábano,Brassicaceae,6
Renealmia alpinia,Introducido,Media Luna,bijao,Zingiberaceae,1
Rhynchosia minima,Nativo,Bellavista,"frijolillo, poroto papá",Fabaceae,1
Rhynchosia minima,Nativo,Cascajo,"frijolillo, poroto papá",Fabaceae,2
Rhynchosia minima,Nativo,Guayabillos,"frijolillo, poroto papá",Fabaceae,1
Rhynchospora nervosa,Nativo,Camote,juncia estrella,Cyperaceae,1
Ricinus communis,Introducido,Bellavista,higuerilla,Euphorbiaceae,2
Ricinus communis,Introducido,Aguacatal,higuerilla,Euphorbiaceae,1
Ricinus communis,Introducido,Camote,higuerilla,Euphorbiaceae,1
Ricinus communis,Introducido,El Carmen,higuerilla,Euphorbiaceae,1
Ricinus communis,Introducido,Cascajo,higuerilla,Euphorbiaceae,1
Ricinus communis,Introducido,Santa Rosa,higuerilla,Euphorbiaceae,4
Rosa x hybrid cultivars,Introducido,Bellavista,rosa,Rosaceae,1
Rosa x hybrid cultivars,Introducido,Aguacatal,rosa,Rosaceae,1
Rosa x hybrid cultivars,Introducido,Camote,rosa,Rosaceae,1
Rosa x hybrid cultivars,Introducido,El Carmen,rosa,Rosaceae,1
Rosa x hybrid cultivars,Introducido,Cascajo,rosa,Rosaceae,5
Rosa x hybrid cultivars,Introducido,Occidente,rosa,Rosaceae,2
Rosa x hybrid cultivars,Introducido,Guayabillos,rosa,Rosaceae,2
Rosa x hybrid cultivars,Introducido,Santa Rosa,rosa,Rosaceae,4
Rosmarinus officinalis,Introducido,Bellavista,romero,Lamiaceae,2
Rosmarinus officinalis,Introducido,Aguacatal,romero,Lamiaceae,1
Rosmarinus officinalis,Introducido,Cascajo,romero,Lamiaceae,1
Rosmarinus officinalis,Introducido,Occidente,romero,Lamiaceae,1
Rosmarinus officinalis,Introducido,Guayabillos,romero,Lamiaceae,2
Rubus niveus,Introducido,Bellavista,mora,Rosaceae,2
Rubus niveus,Introducido,Aguacatal,mora,Rosaceae,1
Rubus niveus,Introducido,Camote,mora,Rosaceae,3
Rubus niveus,Introducido,El Carmen,mora,Rosaceae,4
Rubus niveus,Introducido,Cascajo,mora,Rosaceae,7
Rubus niveus,Introducido,Occidente,mora,Rosaceae,4
Rubus niveus,Introducido,Guayabillos,mora,Rosaceae,3
Rubus niveus,Introducido,Media Luna,mora,Rosaceae,3
Rubus niveus,Introducido,Santa Rosa,mora,Rosaceae,8
Rumex acetosa,Introducido,Cascajo,,Polygonaceae,1
Ruta graveolens,Introducido,Bellavista,ruda,Rutaceae,3
Ruta graveolens,Introducido,Aguacatal,ruda,Rutaceae,1
Ruta graveolens,Introducido,Camote,ruda,Rutaceae,2
Ruta graveolens,Introducido,El Carmen,ruda,Rutaceae,1
Ruta graveolens,Introducido,Cascajo,ruda,Rutaceae,4
Ruta graveolens,Introducido,Occidente,ruda,Rutaceae,3
Ruta graveolens,Introducido,Guayabillos,ruda,Rutaceae,2
Ruta graveolens,Introducido,Media Luna,ruda,Rutaceae,2
Ruta graveolens,Introducido,Santa Rosa,ruda,Rutaceae,5
Saccharum officinarum,Introducido,Bellavista,caña de azúcar,Poaceae,3
Saccharum officinarum,Introducido,Aguacatal,caña de azúcar,Poaceae,1
Saccharum officinarum,Introducido,Camote,caña de azúcar,Poaceae,3
Saccharum officinarum,Introducido,El Carmen,caña de azúcar,Poaceae,1
Saccharum officinarum,Introducido,Cascajo,caña de azúcar,Poaceae,5
Saccharum officinarum,Introducido,Occidente,caña de azúcar,Poaceae,1
Saccharum officinarum,Introducido,Guayabillos,caña de azúcar,Poaceae,2
Saccharum officinarum,Introducido,Media Luna,caña de azúcar,Poaceae,1
Saccharum officinarum,Introducido,Santa Rosa,caña de azúcar,Poaceae,5
Saintpaulia cultivars,Introducido,Camote,violeta africana,Gesneriaceae,1
Saintpaulia cultivars,Introducido,Cascajo,violeta africana,Gesneriaceae,1
Salvia occidentalis,Nativo,Bellavista,"mozotillo, hierba de cangro,trencilla negra",Lamiaceae,3
Salvia occidentalis,Nativo,Aguacatal,"mozotillo, hierba de cangro,trencilla negra",Lamiaceae,1
Salvia occidentalis,Nativo,Camote,"mozotillo, hierba de cangro,trencilla negra",Lamiaceae,2
Salvia occidentalis,Nativo,El Carmen,"mozotillo, hierba de cangro,trencilla negra",Lamiaceae,1
Salvia occidentalis,Nativo,Cascajo,"mozotillo, hierba de cangro,trencilla negra",Lamiaceae,5
Salvia occidentalis,Nativo,Occidente,"mozotillo, hierba de cangro,trencilla negra",Lamiaceae,2
Salvia occidentalis,Nativo,Guayabillos,"mozotillo, hierba de cangro,trencilla negra",Lamiaceae,3
Salvia occidentalis,Nativo,Media Luna,"mozotillo, hierba de cangro,trencilla negra",Lamiaceae,1
Sambucus mexicana ,Introducido,Guayabillos,tilo,Caprifoliaceae,1
Sansevieria trifasciata,Introducido,Bellavista,"lengua de suegra, espada de San Jorge, cola de lagarto",Dracaenaceae,1
Sansevieria trifasciata,Introducido,Camote,"lengua de suegra, espada de San Jorge, cola de lagarto",Dracaenaceae,1
Sansevieria trifasciata,Introducido,El Carmen,"lengua de suegra, espada de San Jorge, cola de lagarto",Dracaenaceae,2
Sansevieria trifasciata,Introducido,Cascajo,"lengua de suegra, espada de San Jorge, cola de lagarto",Dracaenaceae,2
Sansevieria trifasciata,Introducido,Guayabillos,"lengua de suegra, espada de San Jorge, cola de lagarto",Dracaenaceae,1
Sansevieria trifasciata,Introducido,Media Luna,"lengua de suegra, espada de San Jorge, cola de lagarto",Dracaenaceae,1
Sansevieria trifasciata,Introducido,Santa Rosa,"lengua de suegra, espada de San Jorge, cola de lagarto",Dracaenaceae,2
Sapindus saponaria,Introducido,Bellavista,jaboncillo,Sapindaceae,1
Scalesia pedunculata,Endémico,Bellavista,lechoso,Asteraceae,2
Scalesia pedunculata,Endémico,Camote,lechoso,Asteraceae,2
Scalesia pedunculata,Endémico,El Carmen,lechoso,Asteraceae,1
Scalesia pedunculata,Endémico,Cascajo,lechoso,Asteraceae,5
Scalesia pedunculata,Endémico,Occidente,lechoso,Asteraceae,2
Scalesia pedunculata,Endémico,Guayabillos,lechoso,Asteraceae,2
Scalesia pedunculata,Endémico,Santa Rosa,lechoso,Asteraceae,2
Schefflera arboricola,Introducido,Bellavista,"cheflera, árbol paraguas enano, cheflera enana",Araliaceae,1
Scleria distans,Nativo,El Carmen,NA,Cyperaceae,1
Scleria melaleuca,Nativo,Camote,"corta lengua, cortadera, pasto conga, navajuela",Cyperaceae,1
Scleria melaleuca,Nativo,El Carmen,"corta lengua, cortadera, pasto conga, navajuela",Cyperaceae,1
Scleria melaleuca,Nativo,Media Luna,"corta lengua, cortadera, pasto conga, navajuela",Cyperaceae,1
Scleria melaleuca,Nativo,Santa Rosa,"corta lengua, cortadera, pasto conga, navajuela",Cyperaceae,4
Scoparia dulcis,Nativo,Santa Rosa,NA,Scrophulariaceae,1
Sechium edule,Introducido,El Carmen,chayote,Cucurbitaceae,1
Sechium edule,Introducido,Santa Rosa,chayote,Cucurbitaceae,2
Sedum lineare,Introducido,Cascajo,"sedum alfombra , sedum erizo de mar",Crassulaceae,1
Senecio macroglossus,Introducido,Occidente,senecio hiedra,Asteraceae,1
Senna alata,Introducido,Occidente,"casia de la tiña , arbusto candela, espiga dorada",Caesalpiniaceae,1
Senna bicapsularis,Introducido,Bellavista,senna,Caesalpiniaceae,2
Senna obtusifolia,Introducido,El Carmen,dormidera,Caesalpiniaceae,1
Senna obtusifolia,Introducido,Cascajo,dormidera,Caesalpiniaceae,1
Senna obtusifolia,Introducido,Guayabillos,dormidera,Caesalpiniaceae,1
Senna obtusifolia,Introducido,Santa Rosa,dormidera,Caesalpiniaceae,1
Senna occidentalis,Nativo,Camote,senna café,Caesalpiniaceae,2
Senna occidentalis,Nativo,El Carmen,senna café,Caesalpiniaceae,1
Senna occidentalis,Nativo,Cascajo,senna café,Caesalpiniaceae,8
Senna occidentalis,Nativo,Guayabillos,senna café,Caesalpiniaceae,1
Senna occidentalis,Nativo,Santa Rosa,senna café,Caesalpiniaceae,1
Senna pistaciifolia var. picta,Nativo,Bellavista,senna,Caesalpiniaceae,1
Senna pistaciifolia var. picta,Nativo,Cascajo,senna,Caesalpiniaceae,5
Sesamum indicum,introduced,Cascajo,"ajonjolí, sésamo",Pedaliaceae,1
Setaria setosa,Nativo,Bellavista,pasto,Poaceae,1
Sida hederifolia,Nativo,Bellavista,NA,Malvaceae,2
Sida hederifolia,Nativo,Camote,NA,Malvaceae,2
Sida hederifolia,Nativo,El Carmen,NA,Malvaceae,1
Sida hederifolia,Nativo,Cascajo,NA,Malvaceae,1
Sida hederifolia,Nativo,Guayabillos,NA,Malvaceae,1
Sida rhombifolia,Introducido,Bellavista,"escobilla, yuquilla, malvavisco",Malvaceae,5
Sida rhombifolia,Introducido,Aguacatal,"escobilla, yuquilla, malvavisco",Malvaceae,1
Sida rhombifolia,Introducido,Camote,"escobilla, yuquilla, malvavisco",Malvaceae,3
Sida rhombifolia,Introducido,El Carmen,"escobilla, yuquilla, malvavisco",Malvaceae,3
Sida rhombifolia,Introducido,Cascajo,"escobilla, yuquilla, malvavisco",Malvaceae,8
Sida rhombifolia,Introducido,Occidente,"escobilla, yuquilla, malvavisco",Malvaceae,4
Sida rhombifolia,Introducido,Guayabillos,"escobilla, yuquilla, malvavisco",Malvaceae,3
Sida rhombifolia,Introducido,Media Luna,"escobilla, yuquilla, malvavisco",Malvaceae,2
Sida rhombifolia,Introducido,Santa Rosa,"escobilla, yuquilla, malvavisco",Malvaceae,8
Sida spinosa,Nativo,Cascajo,"sida, malva de caballo",Malvaceae,2
Sida spinosa,Nativo,Santa Rosa,"sida, malva de caballo",Malvaceae,1
Sinningia speciosa,Introducido,Guayabillos,"gloxinia, siningia",Gesneriaceae,1
Smallanthus sonchifolius,Introducido,Bellavista,jícama,Asteraceae,1
Smallanthus sonchifolius,Introducido,Aguacatal,jícama,Asteraceae,1
Smallanthus sonchifolius,Introducido,El Carmen,jícama,Asteraceae,1
Smallanthus sonchifolius,Introducido,Santa Rosa,jícama,Asteraceae,2
Solanum americanum,Desconocido,Bellavista,hierba mora,Solanaceae,5
Solanum americanum,Desconocido,Aguacatal,hierba mora,Solanaceae,1
Solanum americanum,Desconocido,Camote,hierba mora,Solanaceae,3
Solanum americanum,Desconocido,El Carmen,hierba mora,Solanaceae,3
Solanum americanum,Desconocido,Cascajo,hierba mora,Solanaceae,8
Solanum americanum,Desconocido,Occidente,hierba mora,Solanaceae,4
Solanum americanum,Desconocido,Guayabillos,hierba mora,Solanaceae,3
Solanum americanum,Desconocido,Media Luna,hierba mora,Solanaceae,3
Solanum americanum,Desconocido,Santa Rosa,hierba mora,Solanaceae,8
Solanum betaceum,Introducido,Cascajo,tomate de árbol,Solanaceae,2
Solanum betaceum,Introducido,Occidente,tomate de árbol,Solanaceae,2
Solanum betaceum,Introducido,Media Luna,tomate de árbol,Solanaceae,3
Solanum betaceum,Introducido,Santa Rosa,tomate de árbol,Solanaceae,4
Solanum lycopersicum,Introducido,Bellavista,"tomate, tomate riñón",Solanaceae,1
Solanum lycopersicum,Introducido,Aguacatal,"tomate, tomate riñón",Solanaceae,1
Solanum lycopersicum,Introducido,Camote,"tomate, tomate riñón",Solanaceae,1
Solanum lycopersicum,Introducido,El Carmen,"tomate, tomate riñón",Solanaceae,2
Solanum lycopersicum,Introducido,Cascajo,"tomate, tomate riñón",Solanaceae,4
Solanum lycopersicum,Introducido,Occidente,"tomate, tomate riñón",Solanaceae,4
Solanum lycopersicum,Introducido,Guayabillos,"tomate, tomate riñón",Solanaceae,1
Solanum lycopersicum,Introducido,Media Luna,"tomate, tomate riñón",Solanaceae,3
Solanum lycopersicum,Introducido,Santa Rosa,"tomate, tomate riñón",Solanaceae,4
Solanum melongena,Introducido,Bellavista,berenjena,Solanaceae,1
Solanum melongena,Introducido,El Carmen,berenjena,Solanaceae,1
Solanum melongena,Introducido,Cascajo,berenjena,Solanaceae,3
Solanum melongena,Introducido,Occidente,berenjena,Solanaceae,1
Solanum melongena,Introducido,Guayabillos,berenjena,Solanaceae,1
Solanum melongena,Introducido,Media Luna,berenjena,Solanaceae,1
Solanum melongena,Introducido,Santa Rosa,berenjena,Solanaceae,2
Solanum muricatum,Introducido,Santa Rosa,pepino dulce,Solanaceae,1
Solanum pimpinellifolium,Introducido,Bellavista,tomate pasa,Solanaceae,4
Solanum pimpinellifolium,Introducido,Aguacatal,tomate pasa,Solanaceae,1
Solanum pimpinellifolium,Introducido,Camote,tomate pasa,Solanaceae,3
Solanum pimpinellifolium,Introducido,El Carmen,tomate pasa,Solanaceae,3
Solanum pimpinellifolium,Introducido,Cascajo,tomate pasa,Solanaceae,9
Solanum pimpinellifolium,Introducido,Occidente,tomate pasa,Solanaceae,3
Solanum pimpinellifolium,Introducido,Guayabillos,tomate pasa,Solanaceae,1
Solanum pimpinellifolium,Introducido,Media Luna,tomate pasa,Solanaceae,2
Solanum pimpinellifolium,Introducido,Santa Rosa,tomate pasa,Solanaceae,5
Solanum quitoensis,Introducido,Camote,naranjilla,Solanaceae,1
Solanum quitoensis,Introducido,Cascajo,naranjilla,Solanaceae,3
Solanum quitoensis,Introducido,Occidente,naranjilla,Solanaceae,4
Solanum quitoensis,Introducido,Guayabillos,naranjilla,Solanaceae,2
Solanum quitoensis,Introducido,Media Luna,naranjilla,Solanaceae,1
Solanum quitoensis,Introducido,Santa Rosa,naranjilla,Solanaceae,6
Solanum tuberosum,Introducido,Bellavista,papa,Solanaceae,1
Solanum tuberosum,Introducido,Camote,papa,Solanaceae,1
Solanum tuberosum,Introducido,El Carmen,papa,Solanaceae,1
Solanum tuberosum,Introducido,Media Luna,papa,Solanaceae,2
Solanum tuberosum,Introducido,Santa Rosa,papa,Solanaceae,6
Solenostemon scutellarioides,Introducido,Camote,"coleos, cretona, nazareno",Lamiaceae,1
Solenostemon scutellarioides,Introducido,Occidente,"coleos, cretona, nazareno",Lamiaceae,1
Solenostemon scutellarioides,Introducido,Guayabillos,"coleos, cretona, nazareno",Lamiaceae,1
Solenostemon scutellarioides,Introducido,Santa Rosa,"coleos, cretona, nazareno",Lamiaceae,1
Sonchus oleraceus,Introducido,Bellavista,"achicoria, cerraja, colmillo de león",Asteraceae,4
Sonchus oleraceus,Introducido,Camote,"achicoria, cerraja, colmillo de león",Asteraceae,3
Sonchus oleraceus,Introducido,El Carmen,"achicoria, cerraja, colmillo de león",Asteraceae,3
Sonchus oleraceus,Introducido,Cascajo,"achicoria, cerraja, colmillo de león",Asteraceae,9
Sonchus oleraceus,Introducido,Occidente,"achicoria, cerraja, colmillo de león",Asteraceae,4
Sonchus oleraceus,Introducido,Guayabillos,"achicoria, cerraja, colmillo de león",Asteraceae,1
Sonchus oleraceus,Introducido,Media Luna,"achicoria, cerraja, colmillo de león",Asteraceae,3
Sonchus oleraceus,Introducido,Santa Rosa,"achicoria, cerraja, colmillo de león",Asteraceae,8
Spathiphyllum wallisii,Introducido,Bellavista,anturio blanco,Araceae,1
Spermacoce laevis,Nativo,Bellavista,NA,Rubiaceae,5
Spermacoce laevis,Nativo,Aguacatal,NA,Rubiaceae,1
Spermacoce laevis,Nativo,Camote,NA,Rubiaceae,3
Spermacoce laevis,Nativo,El Carmen,NA,Rubiaceae,4
Spermacoce laevis,Nativo,Cascajo,NA,Rubiaceae,7
Spermacoce laevis,Nativo,Occidente,NA,Rubiaceae,4
Spermacoce laevis,Nativo,Guayabillos,NA,Rubiaceae,3
Spermacoce laevis,Nativo,Media Luna,NA,Rubiaceae,3
Spermacoce laevis,Nativo,Santa Rosa,NA,Rubiaceae,7
Spermacoce remota,Nativo,Santa Rosa,NA,Rubiaceae,1
Spinacia oleracea,Introducido,Santa Rosa,espinaca,Chenopodiaceae,1
Spondias purpurea,Introducido,Bellavista,"ciruelo, ovito",Anacardiaceae,4
Spondias purpurea,Introducido,El Carmen,"ciruelo, ovito",Anacardiaceae,1
Spondias purpurea,Introducido,Cascajo,"ciruelo, ovito",Anacardiaceae,3
Spondias purpurea,Introducido,Guayabillos,"ciruelo, ovito",Anacardiaceae,2
Spondias purpurea,Introducido,Media Luna,"ciruelo, ovito",Anacardiaceae,1
Spondias purpurea,Introducido,Santa Rosa,"ciruelo, ovito",Anacardiaceae,2
Sporobolus indicus,Nativo,Santa Rosa,NA,Poaceae,1
Sporobolus tenuissimus,Introducido,Occidente,NA,Poaceae,1
Sporobolus tenuissimus,Introducido,Santa Rosa,NA,Poaceae,1
Stachys agraria,Introducido,Media Luna,NA,Lamiaceae,1
Stachys agraria,Introducido,Santa Rosa,NA,Lamiaceae,4
Stachytarpheta cayennensis,Introducido,Bellavista,"piche de gato, rabo de zorro",Verbenaceae,1
Stachytarpheta cayennensis,Introducido,Camote,"piche de gato, rabo de zorro",Verbenaceae,2
Stachytarpheta cayennensis,Introducido,El Carmen,"piche de gato, rabo de zorro",Verbenaceae,4
Stachytarpheta cayennensis,Introducido,Guayabillos,"piche de gato, rabo de zorro",Verbenaceae,2
Stachytarpheta cayennensis,Introducido,Media Luna,"piche de gato, rabo de zorro",Verbenaceae,1
Stachytarpheta cayennensis,Introducido,Santa Rosa,"piche de gato, rabo de zorro",Verbenaceae,4
Stanhopea cf. tricornis,Introducido,Camote,torito,Orchidaceae,1
Stellaria media,Introducido,Santa Rosa,"álsine, pamplina, hierba gallinera",Caryophyllaceae,1
Stemodia verticillata,Introducido,Occidente,NA,Scrophulariaceae,1
Stevia rebaudiana,Introducido,Camote,stevia,Asteraceae,1
Stevia rebaudiana,Introducido,Santa Rosa,stevia,Asteraceae,1
Stictocardia tiliifolia,Desconocido,Bellavista,soguilla,Convolvulaceae,1
Stictocardia tiliifolia,Desconocido,Aguacatal,soguilla,Convolvulaceae,1
Stictocardia tiliifolia,Desconocido,El Carmen,soguilla,Convolvulaceae,1
Stictocardia tiliifolia,Desconocido,Guayabillos,soguilla,Convolvulaceae,1
Streptocarpus saxorum,Introducido,Cascajo,NA,Gesneriaceae,1
Stromanthes stromanthoides,Introducido,Media Luna,bijao,Marantaceae,1
Swietenia macrophylla,Introducido,Bellavista,caoba,Meliaceae,1
Swietenia macrophylla,Introducido,Camote,caoba,Meliaceae,2
Swietenia macrophylla,Introducido,El Carmen,caoba,Meliaceae,1
Swietenia macrophylla,Introducido,Media Luna,caoba,Meliaceae,1
Synedrella nodiflora,Introducido,Bellavista,"cerbatana, flor amarilla, guacara, venturosa",Asteraceae,4
Synedrella nodiflora,Introducido,Aguacatal,"cerbatana, flor amarilla, guacara, venturosa",Asteraceae,1
Synedrella nodiflora,Introducido,Camote,"cerbatana, flor amarilla, guacara, venturosa",Asteraceae,2
Synedrella nodiflora,Introducido,El Carmen,"cerbatana, flor amarilla, guacara, venturosa",Asteraceae,2
Synedrella nodiflora,Introducido,Cascajo,"cerbatana, flor amarilla, guacara, venturosa",Asteraceae,8
Synedrella nodiflora,Introducido,Occidente,"cerbatana, flor amarilla, guacara, venturosa",Asteraceae,2
Synedrella nodiflora,Introducido,Guayabillos,"cerbatana, flor amarilla, guacara, venturosa",Asteraceae,2
Synedrella nodiflora,Introducido,Media Luna,"cerbatana, flor amarilla, guacara, venturosa",Asteraceae,1
Synedrella nodiflora,Introducido,Santa Rosa,"cerbatana, flor amarilla, guacara, venturosa",Asteraceae,2
Syngonium podophyllum,Introducido,Bellavista,"singonio, cabeza de flecha",Araceae,2
Syngonium podophyllum,Introducido,Aguacatal,"singonio, cabeza de flecha",Araceae,1
Syngonium podophyllum,Introducido,Cascajo,"singonio, cabeza de flecha",Araceae,2
Syngonium podophyllum,Introducido,Occidente,"singonio, cabeza de flecha",Araceae,1
Syngonium podophyllum,Introducido,Guayabillos,"singonio, cabeza de flecha",Araceae,1
Syngonium podophyllum,Introducido,Santa Rosa,"singonio, cabeza de flecha",Araceae,1
Syzygium jambos,Introducido,Bellavista,pomarosa,Myrtaceae,1
Syzygium jambos,Introducido,El Carmen,pomarosa,Myrtaceae,1
Syzygium jambos,Introducido,Media Luna,pomarosa,Myrtaceae,1
Syzygium malaccense,Introducido,Bellavista,pera noruega,Myrtaceae,4
